filename,label
PA_T_0000004.flac,0
PA_T_0000005.flac,0
PA_T_0000014.flac,0
PA_T_0000018.flac,0
PA_T_0000027.flac,0
PA_T_0000030.flac,0
PA_T_0000054.flac,0
PA_T_0000059.flac,0
PA_T_0000065.flac,0
PA_T_0000077.flac,0
PA_T_0000080.flac,0
PA_T_0000095.flac,0
PA_T_0000121.flac,0
PA_T_0000160.flac,0
PA_T_0000173.flac,0
PA_T_0000194.flac,0
PA_T_0000204.flac,0
PA_T_0000205.flac,0
PA_T_0000218.flac,0
PA_T_0000227.flac,0
PA_T_0000245.flac,0
PA_T_0000258.flac,0
PA_T_0000261.flac,0
PA_T_0000263.flac,0
PA_T_0000296.flac,0
PA_T_0000314.flac,0
PA_T_0000318.flac,0
PA_T_0000326.flac,0
PA_T_0000327.flac,0
PA_T_0000343.flac,0
PA_T_0000356.flac,0
PA_T_0000362.flac,0
PA_T_0000364.flac,0
PA_T_0000376.flac,0
PA_T_0000386.flac,0
PA_T_0000411.flac,0
PA_T_0000415.flac,0
PA_T_0000417.flac,0
PA_T_0000444.flac,0
PA_T_0000459.flac,0
PA_T_0000466.flac,0
PA_T_0000469.flac,0
PA_T_0000475.flac,0
PA_T_0000480.flac,0
PA_T_0000481.flac,0
PA_T_0000483.flac,0
PA_T_0000497.flac,0
PA_T_0000500.flac,0
PA_T_0000521.flac,0
PA_T_0000525.flac,0
PA_T_0000543.flac,0
PA_T_0000553.flac,0
PA_T_0000557.flac,0
PA_T_0000562.flac,0
PA_T_0000564.flac,0
PA_T_0000567.flac,0
PA_T_0000569.flac,0
PA_T_0000570.flac,0
PA_T_0000574.flac,0
PA_T_0000581.flac,0
PA_T_0000582.flac,0
PA_T_0000585.flac,0
PA_T_0000595.flac,0
PA_T_0000601.flac,0
PA_T_0000617.flac,0
PA_T_0000618.flac,0
PA_T_0000646.flac,0
PA_T_0000654.flac,0
PA_T_0000657.flac,0
PA_T_0000672.flac,0
PA_T_0000702.flac,0
PA_T_0000713.flac,0
PA_T_0000745.flac,0
PA_T_0000757.flac,0
PA_T_0000760.flac,0
PA_T_0000765.flac,0
PA_T_0000768.flac,0
PA_T_0000773.flac,0
PA_T_0000793.flac,0
PA_T_0000795.flac,0
PA_T_0000803.flac,0
PA_T_0000807.flac,0
PA_T_0000820.flac,0
PA_T_0000828.flac,0
PA_T_0000838.flac,0
PA_T_0000840.flac,0
PA_T_0000843.flac,0
PA_T_0000849.flac,0
PA_T_0000872.flac,0
PA_T_0000877.flac,0
PA_T_0000886.flac,0
PA_T_0000889.flac,0
PA_T_0000896.flac,0
PA_T_0000899.flac,0
PA_T_0000913.flac,0
PA_T_0000914.flac,0
PA_T_0000917.flac,0
PA_T_0000939.flac,0
PA_T_0000945.flac,0
PA_T_0000946.flac,0
PA_T_0000948.flac,0
PA_T_0000983.flac,0
PA_T_0000992.flac,0
PA_T_0001021.flac,0
PA_T_0001023.flac,0
PA_T_0001031.flac,0
PA_T_0001043.flac,0
PA_T_0001045.flac,0
PA_T_0001052.flac,0
PA_T_0001072.flac,0
PA_T_0001073.flac,0
PA_T_0001084.flac,0
PA_T_0001086.flac,0
PA_T_0001101.flac,0
PA_T_0001134.flac,0
PA_T_0001144.flac,0
PA_T_0001149.flac,0
PA_T_0001171.flac,0
PA_T_0001214.flac,0
PA_T_0001222.flac,0
PA_T_0001253.flac,0
PA_T_0001267.flac,0
PA_T_0001269.flac,0
PA_T_0001274.flac,0
PA_T_0001290.flac,0
PA_T_0001293.flac,0
PA_T_0001296.flac,0
PA_T_0001305.flac,0
PA_T_0001308.flac,0
PA_T_0001311.flac,0
PA_T_0001324.flac,0
PA_T_0001332.flac,0
PA_T_0001333.flac,0
PA_T_0001339.flac,0
PA_T_0001349.flac,0
PA_T_0001353.flac,0
PA_T_0001363.flac,0
PA_T_0001402.flac,0
PA_T_0001426.flac,0
PA_T_0001451.flac,0
PA_T_0001463.flac,0
PA_T_0001464.flac,0
PA_T_0001470.flac,0
PA_T_0001504.flac,0
PA_T_0001523.flac,0
PA_T_0001556.flac,0
PA_T_0001558.flac,0
PA_T_0001559.flac,0
PA_T_0001560.flac,0
PA_T_0001570.flac,0
PA_T_0001572.flac,0
PA_T_0001576.flac,0
PA_T_0001583.flac,0
PA_T_0001615.flac,0
PA_T_0001629.flac,0
PA_T_0001630.flac,0
PA_T_0001635.flac,0
PA_T_0001648.flac,0
PA_T_0001668.flac,0
PA_T_0001674.flac,0
PA_T_0001717.flac,0
PA_T_0001721.flac,0
PA_T_0001722.flac,0
PA_T_0001726.flac,0
PA_T_0001729.flac,0
PA_T_0001736.flac,0
PA_T_0001742.flac,0
PA_T_0001747.flac,0
PA_T_0001752.flac,0
PA_T_0001756.flac,0
PA_T_0001764.flac,0
PA_T_0001784.flac,0
PA_T_0001792.flac,0
PA_T_0001797.flac,0
PA_T_0001800.flac,0
PA_T_0001805.flac,0
PA_T_0001806.flac,0
PA_T_0001823.flac,0
PA_T_0001827.flac,0
PA_T_0001829.flac,0
PA_T_0001841.flac,0
PA_T_0001865.flac,0
PA_T_0001867.flac,0
PA_T_0001876.flac,0
PA_T_0001877.flac,0
PA_T_0001886.flac,0
PA_T_0001906.flac,0
PA_T_0001908.flac,0
PA_T_0001927.flac,0
PA_T_0001937.flac,0
PA_T_0001940.flac,0
PA_T_0001950.flac,0
PA_T_0001956.flac,0
PA_T_0001962.flac,0
PA_T_0001974.flac,0
PA_T_0001991.flac,0
PA_T_0002002.flac,0
PA_T_0002006.flac,0
PA_T_0002007.flac,0
PA_T_0002017.flac,0
PA_T_0002021.flac,0
PA_T_0002031.flac,0
PA_T_0002033.flac,0
PA_T_0002037.flac,0
PA_T_0002045.flac,0
PA_T_0002047.flac,0
PA_T_0002058.flac,0
PA_T_0002060.flac,0
PA_T_0002087.flac,0
PA_T_0002137.flac,0
PA_T_0002140.flac,0
PA_T_0002146.flac,0
PA_T_0002153.flac,0
PA_T_0002158.flac,0
PA_T_0002163.flac,0
PA_T_0002167.flac,0
PA_T_0002170.flac,0
PA_T_0002172.flac,0
PA_T_0002173.flac,0
PA_T_0002175.flac,0
PA_T_0002176.flac,0
PA_T_0002186.flac,0
PA_T_0002188.flac,0
PA_T_0002194.flac,0
PA_T_0002212.flac,0
PA_T_0002232.flac,0
PA_T_0002254.flac,0
PA_T_0002267.flac,0
PA_T_0002277.flac,0
PA_T_0002278.flac,0
PA_T_0002279.flac,0
PA_T_0002282.flac,0
PA_T_0002283.flac,0
PA_T_0002287.flac,0
PA_T_0002309.flac,0
PA_T_0002335.flac,0
PA_T_0002337.flac,0
PA_T_0002351.flac,0
PA_T_0002371.flac,0
PA_T_0002402.flac,0
PA_T_0002405.flac,0
PA_T_0002423.flac,0
PA_T_0002431.flac,0
PA_T_0002445.flac,0
PA_T_0002453.flac,0
PA_T_0002458.flac,0
PA_T_0002461.flac,0
PA_T_0002466.flac,0
PA_T_0002479.flac,0
PA_T_0002490.flac,0
PA_T_0002501.flac,0
PA_T_0002520.flac,0
PA_T_0002526.flac,0
PA_T_0002534.flac,0
PA_T_0002554.flac,0
PA_T_0002570.flac,0
PA_T_0002572.flac,0
PA_T_0002574.flac,0
PA_T_0002578.flac,0
PA_T_0002585.flac,0
PA_T_0002591.flac,0
PA_T_0002592.flac,0
PA_T_0002640.flac,0
PA_T_0002656.flac,0
PA_T_0002657.flac,0
PA_T_0002673.flac,0
PA_T_0002690.flac,0
PA_T_0002705.flac,0
PA_T_0002707.flac,0
PA_T_0002713.flac,0
PA_T_0002722.flac,0
PA_T_0002733.flac,0
PA_T_0002758.flac,0
PA_T_0002770.flac,0
PA_T_0002780.flac,0
PA_T_0002787.flac,0
PA_T_0002788.flac,0
PA_T_0002809.flac,0
PA_T_0002818.flac,0
PA_T_0002832.flac,0
PA_T_0002860.flac,0
PA_T_0002865.flac,0
PA_T_0002877.flac,0
PA_T_0002898.flac,0
PA_T_0002903.flac,0
PA_T_0002911.flac,0
PA_T_0002932.flac,0
PA_T_0002941.flac,0
PA_T_0002963.flac,0
PA_T_0002966.flac,0
PA_T_0002974.flac,0
PA_T_0002984.flac,0
PA_T_0002988.flac,0
PA_T_0002989.flac,0
PA_T_0003025.flac,0
PA_T_0003028.flac,0
PA_T_0003033.flac,0
PA_T_0003060.flac,0
PA_T_0003064.flac,0
PA_T_0003101.flac,0
PA_T_0003105.flac,0
PA_T_0003106.flac,0
PA_T_0003109.flac,0
PA_T_0003113.flac,0
PA_T_0003114.flac,0
PA_T_0003127.flac,0
PA_T_0003134.flac,0
PA_T_0003153.flac,0
PA_T_0003156.flac,0
PA_T_0003199.flac,0
PA_T_0003242.flac,0
PA_T_0003243.flac,0
PA_T_0003265.flac,0
PA_T_0003269.flac,0
PA_T_0003272.flac,0
PA_T_0003275.flac,0
PA_T_0003286.flac,0
PA_T_0003287.flac,0
PA_T_0003297.flac,0
PA_T_0003299.flac,0
PA_T_0003308.flac,0
PA_T_0003327.flac,0
PA_T_0003330.flac,0
PA_T_0003335.flac,0
PA_T_0003346.flac,0
PA_T_0003368.flac,0
PA_T_0003373.flac,0
PA_T_0003378.flac,0
PA_T_0003435.flac,0
PA_T_0003437.flac,0
PA_T_0003445.flac,0
PA_T_0003457.flac,0
PA_T_0003459.flac,0
PA_T_0003463.flac,0
PA_T_0003466.flac,0
PA_T_0003467.flac,0
PA_T_0003470.flac,0
PA_T_0003504.flac,0
PA_T_0003510.flac,0
PA_T_0003521.flac,0
PA_T_0003522.flac,0
PA_T_0003532.flac,0
PA_T_0003534.flac,0
PA_T_0003560.flac,0
PA_T_0003562.flac,0
PA_T_0003573.flac,0
PA_T_0003575.flac,0
PA_T_0003589.flac,0
PA_T_0003590.flac,0
PA_T_0003620.flac,0
PA_T_0003631.flac,0
PA_T_0003676.flac,0
PA_T_0003680.flac,0
PA_T_0003699.flac,0
PA_T_0003715.flac,0
PA_T_0003717.flac,0
PA_T_0003728.flac,0
PA_T_0003746.flac,0
PA_T_0003755.flac,0
PA_T_0003759.flac,0
PA_T_0003764.flac,0
PA_T_0003771.flac,0
PA_T_0003787.flac,0
PA_T_0003790.flac,0
PA_T_0003826.flac,0
PA_T_0003835.flac,0
PA_T_0003856.flac,0
PA_T_0003873.flac,0
PA_T_0003875.flac,0
PA_T_0003894.flac,0
PA_T_0003906.flac,0
PA_T_0003944.flac,0
PA_T_0003977.flac,0
PA_T_0003979.flac,0
PA_T_0003982.flac,0
PA_T_0003987.flac,0
PA_T_0004003.flac,0
PA_T_0004043.flac,0
PA_T_0004090.flac,0
PA_T_0004101.flac,0
PA_T_0004120.flac,0
PA_T_0004140.flac,0
PA_T_0004141.flac,0
PA_T_0004145.flac,0
PA_T_0004155.flac,0
PA_T_0004159.flac,0
PA_T_0004161.flac,0
PA_T_0004174.flac,0
PA_T_0004175.flac,0
PA_T_0004190.flac,0
PA_T_0004212.flac,0
PA_T_0004240.flac,0
PA_T_0004260.flac,0
PA_T_0004283.flac,0
PA_T_0004323.flac,0
PA_T_0004334.flac,0
PA_T_0004335.flac,0
PA_T_0004345.flac,0
PA_T_0004351.flac,0
PA_T_0004364.flac,0
PA_T_0004376.flac,0
PA_T_0004393.flac,0
PA_T_0004394.flac,0
PA_T_0004399.flac,0
PA_T_0004405.flac,0
PA_T_0004411.flac,0
PA_T_0004416.flac,0
PA_T_0004418.flac,0
PA_T_0004419.flac,0
PA_T_0004429.flac,0
PA_T_0004442.flac,0
PA_T_0004451.flac,0
PA_T_0004465.flac,0
PA_T_0004468.flac,0
PA_T_0004470.flac,0
PA_T_0004489.flac,0
PA_T_0004504.flac,0
PA_T_0004509.flac,0
PA_T_0004520.flac,0
PA_T_0004523.flac,0
PA_T_0004527.flac,0
PA_T_0004533.flac,0
PA_T_0004538.flac,0
PA_T_0004542.flac,0
PA_T_0004544.flac,0
PA_T_0004553.flac,0
PA_T_0004563.flac,0
PA_T_0004587.flac,0
PA_T_0004595.flac,0
PA_T_0004598.flac,0
PA_T_0004599.flac,0
PA_T_0004613.flac,0
PA_T_0004631.flac,0
PA_T_0004647.flac,0
PA_T_0004648.flac,0
PA_T_0004663.flac,0
PA_T_0004667.flac,0
PA_T_0004678.flac,0
PA_T_0004721.flac,0
PA_T_0004724.flac,0
PA_T_0004730.flac,0
PA_T_0004743.flac,0
PA_T_0004745.flac,0
PA_T_0004752.flac,0
PA_T_0004757.flac,0
PA_T_0004772.flac,0
PA_T_0004781.flac,0
PA_T_0004782.flac,0
PA_T_0004786.flac,0
PA_T_0004789.flac,0
PA_T_0004820.flac,0
PA_T_0004821.flac,0
PA_T_0004828.flac,0
PA_T_0004838.flac,0
PA_T_0004871.flac,0
PA_T_0004875.flac,0
PA_T_0004882.flac,0
PA_T_0004886.flac,0
PA_T_0004888.flac,0
PA_T_0004907.flac,0
PA_T_0004932.flac,0
PA_T_0004946.flac,0
PA_T_0004955.flac,0
PA_T_0004967.flac,0
PA_T_0004970.flac,0
PA_T_0004989.flac,0
PA_T_0004991.flac,0
PA_T_0005011.flac,0
PA_T_0005043.flac,0
PA_T_0005067.flac,0
PA_T_0005074.flac,0
PA_T_0005085.flac,0
PA_T_0005089.flac,0
PA_T_0005105.flac,0
PA_T_0005123.flac,0
PA_T_0005141.flac,0
PA_T_0005150.flac,0
PA_T_0005170.flac,0
PA_T_0005196.flac,0
PA_T_0005197.flac,0
PA_T_0005202.flac,0
PA_T_0005208.flac,0
PA_T_0005220.flac,0
PA_T_0005235.flac,0
PA_T_0005239.flac,0
PA_T_0005243.flac,0
PA_T_0005251.flac,0
PA_T_0005256.flac,0
PA_T_0005267.flac,0
PA_T_0005288.flac,0
PA_T_0005294.flac,0
PA_T_0005309.flac,0
PA_T_0005324.flac,0
PA_T_0005343.flac,0
PA_T_0005354.flac,0
PA_T_0005358.flac,0
PA_T_0005364.flac,0
PA_T_0005370.flac,0
PA_T_0005386.flac,0
